post_id	tweet_text	cord_uid
5469	bcg against #covid19? intriguing preprint... “countries without universal policies of bcg vaccination (italy, nederland, usa) have been more severely affected compared to countries with universal and long-standing bcg policies.”	35meen0h
5470	new eu study on covid in kids, from 10 eu countries.  takeaways:  * about 1 in 83 cases hospitalised (1.2%) * 0.08% in icu * 0.01% died * 83.7% of those hospitalised had no pre-existing conditions*	q48rqmw5
5471	"""Covid-19 incidence was 37% lower in schools that mandated teachers and staff members to wear masks and 39% lower in schools that enhanced ventilation."""	wcq3qqt4
5472	no more doubts: e-cigs are less hazardous than traditional cigarettes. the researchers replicate the most relevant studies on the topic, demonstrating lower toxicity of nicotine-releasing electronic devices.	09fmkhu5
5473	Unless SARS-CoV-2 is allowed to continue to spread and mutate, the science is out there. Long-COVID, microclotting, vascular/kidney damage, neurological injury, Lewy body dementia, Parkinson's, infant brain spongiosis... repeated infections every year?	2iupb6gj
5474	A report from Denmark on the first 785 #omicron cases in that nation. most hadn't travelled overseas. three-quarters were vaccinated; 7% had been boosted. only 9 required hospitalization, with 1 ending up in the ICU. from	i99lqr0p
5475	the secondary attack rate in household contacts exposed to the delta variant was 25% (95% ci 18–33) for fully immunized individuals compared with 38% (24–53) in unimmunized individuals	b5eve7re
5476	Risk indicators for COVID-19 diagnosis, hospitalization, and subsequent all-cause mortality in Sweden: a nationwide study |#oncoalert	hpj8gb4o
5477	Your likelihood of #longcovid is something like 10-70%.  50% is a reasonable estimate based on this jama meta-analysis.  in the us, the case fatality rate is 1.6%.  yet nearly all of the focus is going toward warning people about the least likely outcome.	sz072p5o
5478	"new peer-reviewed paper.  ""vaccination with bnt162b2 (pfizer) mRNA vaccine might induce swift progression of angioimmunoblastic T-cell lymphoma.."""	svsib7yj
5479	Global % of asymptomatic COVID-19 infections: systematic review/meta-analysis of 95 studies with 29.8 million individuals undergoing testing show pooled % of asymptomatic infections of 0.25% among tested population and 40.5% among those with COVID.	6hl6rtsh
5481	Revisiting medicinal properties of nigella sativa seed: a promising option for covid-19 prevention and cure	anu3pahh
5482	🤔This population-based (Danish), healthcare monitoring study discovered a higher incidence of myocarditis (composite endpoint: hospital stay, high troponin) in females compared to males (6.3 per 100k vs 2.0 per 100k over 28 days) receiving Moderna. Comparable rates were seen with Pfizer.	23n5r8qj
5483	Does high environmental or community level exposure to heavy metal increase health problems?  #bmjchristmas study assesses the association between area level density of heavy metal music and cause specific hospital admissions and mortality 🎄	tfpa12kr
5484	"""vaccines crucial for cell immunity""??? how about this recent study that says opposite! the vax disrupts innate immune system!!! time to abandon the vax ship!"	djev6er7
5485	yes thanks; excellent uk data; comparable data from denmark today 1st 785 omicron cases: 76% were fully vaccinated, 7.1% boosted, 4.3%  prior infection. severity much lower than what was seen with delta: 1.2% of cases were hospitalised; 0.3% icu; no fatalities	i99lqr0p
5486	"""Covid-19 vaccines engineered to produce neutralising antibodies may heighten vaccine recipients' susceptibility to more severe disease than if they were unvaccinated."""	gw9hkw00
5487	A recent study reveals the most severe #covid19 lockdowns have had virtually no impact compared to more lenient restrictions.	texmsvyt
5488	the virus has a unique component that activates T cells that aren't even specific to it.	74fh51hd
5489	emergence of sars-cov-2 b.1.1.7 lineage. the heightened transmissibility of this variant necessitates universal and increased adherence to mitigation strategies. while higher vaccination coverage may need to be achieved to safeguard the public. #covid19	0m76qrz8
5491	Engaging in both strength and aerobic physical activity guidelines is associated with the lowest prevalence of obesity.	tnkkas7x
5493	In a series of hospital and community fatalities, individuals above 80 with an average two co-morbidities predominantly affected...half the cases were contracted in hospitals or care facilities with implications for management of the pandemic.	13vixukm
5494	i see people quite enthusiastic about a study of households in wuhan, which suggested children and teenagers were less likely to get infected, but more likely to transmit than adults. however, there are some peculiar things about it, and i’m dubious. read on...	65ois1qn
5495	don’t wear masks – they’re extremely hazardous. british medical journal. influenza like illness rates 3 times higher with cloth masks when compared to control group:	9pb2eqoa
5496	Rapid tests: CDC just released a study on the Abbott BinaxNow tests used at state-supported COVID testing sites in Florida. Compared to PCR, rapid tests had 64.2% sensitivity for symptomatic patients, 35.8% for asymptomatic. CDC recommends their use:	ipon95io
5498	"""Our research contradicts the assumed minimal impact of kids in fueling the sars-cov-2 pandemic. kids 1–2 years of age could be potent sars-cov-2 transmitters."""	bog804k9
5499	pre-existing #vulnerability is a better prognostic indicator than age in oldest-old hospitalized with #covid19    #geriatrics	cwm0bsov
5500	A team of Stanford University researchers recently published a study in the European Journal of Clinical Investigation concluding that strict lockdown policies have had minimal impact on preventing the spread of COVID-19 compared to gentler policies.	texmsvyt
5501	Vitamins | free full-text | vitamin C—an adjunctive treatment for respiratory infections, sepsis and COVID-19	eumvomou
5502	mRNA vaccines induce prolonged production of the SARS-CoV-2 spike protein. The spike protein is neurotoxic, and it disrupts DNA repair mechanisms. Suppression of type I interferon responses leads to weakened innate immunity.	52lf5gzr
5503	"Analysis of sera for individuals with pre-existing immunity to Ad26 in phase 3 trial for J&amp;J vax: 81 people out of 380 randomly selected (80 from Brazil &amp; SA). ""No discernible effect"" on seroconversion or neutralizing antibodies. (Cellular immunity not studied)"	z8758x5u
5504	Canadian emergency physicians &amp; burnout...  60% reported severe burnout (either extreme emotional exhaustion and/or extreme depersonalization).  this doesn't look promising..	kmpsg94i
5505	i somehow tested negative every time, but i felt my body fighting something off. and, sure enough, the spots stopped showing up the further out from infection. now, tonight, i came across a reference to a covid - hemangioma connection.	fp81ceeu
5507	most kids have already had covid. don’t need vax. because innate and adaptive immune systems means any secondary infection will not cause severe illness or death. not rocket science. think about other corona viruses, flu and common colds. also read	edz3up3a
