post_id	tweet_text	cord_uid	bm25_topk	in_topx
9321	#WuhanCoronavirus COVID-19 (2019-NCov) employs the SARS-coronavirus receptor ACE2 and the cellular protease TMPRSS2 for entry into target cells | bioRxiv #2019NCov	rv26qfmf	['rv26qfmf', 'vbayngh0', 'hnwtz96p', 'i89fbfea', 'xwkdz2jm']	1.0
9322	what is the impact of #covid19 in iran? we examined this, and at how this may be transmitted through air travel locally and more broadly given that flight restrictions were only recently imposed.  this is a pre-print (not peer reviewed):	of9wlhga	['bf42staf', 'pq75mafr', 'xavegbty', 'wtdzad90', 'msut5gyc']	0.0
9324	"wow.  scientists estimate 18,300 COVID cases in #iran  ""we estimated that 18,300 #COVID cases would've had to occur in iran...in order to observe these 3 internationally exported cases reported..."""	of9wlhga	['of9wlhga', '32v44sw9', 'wtdzad90', 'b4yj7vw0', 'yuw7dvcn']	1.0
9325	excellent on initiating 1b.  not excellent on sustaining to avoid enacting any serious mitigation policies to address transmission for the great majority of arkansans.   another study out today showing how they reduce cases &amp; deaths - this one from.	samf1kwn	['samf1kwn', 'lx77ln0h', 'zqekxlz9', 'ua7hsfma', 'pdiyqdb3']	1.0
9326	Rapid tests are less precise than the PCR tests. The rapid tests are even less precise for asymptomatic individuals, according to a CDC study released last week.	8n4zf9oo	['zzyibdy7', 'elj952zc', 'ycklcks9', 'qhbuvt1l', 'on6ss822']	0.0
9327	i know conspiracy theorist far-right extremists despise science, but researchers literally found, based on studies, “face mask use could result in a large reduction in risk of infection.”  if masks projected bullets, trump supporters would be all about ‘em. #covidiots	8ko7mmu3	['w3ls1d7w', 'qi1henyy', '2bpyvgv7', 'opjfy3xr', 'l4y7v729']	0.0
9328	12/x we don't know if vaccines produce a ton of iga antibodies; seems like they make igg antibodies. but people who have gotten sick+recovered from #covid19 make a ton of iga antibodies.	dvu4mpl1	['fbyq0nco', 'pppb83nc', 'msut5gyc', 'rr0v0ju1', 'd6ow67k9']	0.0
9329	"""COVID-19 vaccines designed to elicit neutralising antibodies may sensitise vaccine recipients to more severe disease than if they were not vaccinated [via antibody-dependent enhancement (ADE)] vaccines for SARS, MERS and RSV have never been licensed."""	gw9hkw00	['gw9hkw00', '7xnga86x', 'q4zuslmp', 'hz5vigp0', 'rb20ge7e']	1.0
9330	So, can COVID vaccines provide us herd immunity? We currently don't know. The AZ vaccine lowers symptomatic infection by 70% (62% in those that received the standard dose).	8drlvdkp	['3cnmj21f', '20xgqvxc', 'pva0xii7', 'xii14gan', '1hlqov6m']	0.0
9331	Our comprehensive review and analysis with 1200 kids aged <5 with #covid19 shows 50% were newborns & developed mild disease.	4bbngq0z	['4bbngq0z', 'emg87q94', '25bdifv6', '0bdi3yxk', 'irgnrr0j']	1.0
9332	Another study revealing no advantage to 'lockdowns': examining compulsory stay-at-home and business closure impacts on the spread of COVID-19.	texmsvyt	['fe456in0', 'texmsvyt', 'qmip3at7', 'tunbld3v', 'm1glq4ac']	0.5
9333	concerning drop in help-seeking for mental illness and self-harm, despite struggles of lockdown, our new study of over 14 million people in various countries	fk16k9ts	['uzcfqwgb', 'fk16k9ts', '71c9w51t', '0rrhgz26', 'en0obmna']	0.5
9334	A crucial factor influencing covid-19 mortality is age. nearly identical pattern across countries. this could be one substantial factor for lower deaths in india. demographic viewpoints on the mortality of covid-19 and other epidemics	yn7e3do9	['5d7erbr4', 't22hwoeb', '9kk8pevp', 'bqdvx458', 'fynl88p5']	0.0
9335	most statistics you see cited about the efficacy of the pfizer vaccine have revolved around whether or not the vaccinated person contracts illness or becomes severely ill.	pb25lrnw	['7momt81r', 'jkm496ip', 'dc8z4jzo', '844229sb', 'u7ligk1k']	0.0
9336	"""...45.4% [of ICU staff] met the threshold for... at least one of the following measures: severe depression (6.3%), PTSD (39.5%), severe anxiety (11.3%) or substance abuse (7.2%). 13.4%... reported frequent thoughts of being better off deceased..."""	0nw9oots	['0nw9oots', 'nz42wegs', '9xlp5uuc', 'zcxxk9hd', 'ea2c1l2q']	1.0
9337	"""#fexofenadine could be repurposed for covid‐19 prophylaxis alone or together with other paf‐inhibitors of natural origin such as the flavonoids #quercetin and #luteolin, which have antiviral, anti‐inflammatory, and anti‐paf actions."" #koronawirus #covid19"	l4a7y0bz	['l4a7y0bz', '4mlz5w0j', 'p699a0g2', '0cam9ipf', '7axeex76']	1.0
9338	Toxic substance exposure as a possible risk factor for covid-19 and other...	zmkvs7e7	['zmkvs7e7', 'eknixot2', '6gm8kaqi', 'bqdvx458', 'xi17qo6z']	1.0
9339	Recent study using #mri longitudinal data from our London cohort shows substantial links between #dementia risk score (cardiovascular risk factors, aging, &amp; incidence of dementia score) and grey matter loss.	ws75gpsc	['uxz185vr', 'ws75gpsc', '0extp6r3', 'niqka1hh', 'f5d8fazm']	0.5
9340	kids aren't the main cause of infections in homes. only 8 (3.8%) transmission groups had a child as the initial case. cases without symptoms at the start were linked to fewer secondary infections in contacts than cases with symptoms - risk ratio [rr], 0.17;	p36ilfqj	['p36ilfqj', 'vkf5njfz', 'i9jrobdb', 'jjgfgqwg', '9f5szh9i']	1.0
9341	a #Stanford university #study claims mandatory stay-at-home orders and business closures have “no clear, significant beneficial effect” on #COVID-19 case growth and may even lead to more frequent infections in nursing facilities.	texmsvyt	['texmsvyt', '3nf5bxv3', 'h8biqqdw', '2fokjcjr', '6wb18u6w']	1.0
9342	the association of coronavirus disease-19 mortality and prior BCG vaccination: a robust ecological analysis using unsupervised machine learning	nqahx56j	['nqahx56j', 'lgptgv72', 'fytashvs', 'n6mpdhyu', '93b2ivio']	1.0
9343	A pre-print published today on #covid19 patients in critical care:  ➡️mortality risk escalates by 20% when intensive care wards are full  👇	39nzvid1	['f3v1xezr', 'wqtemjy3', 'qfrenkb6', 'ovel2jln', 'q48rqmw5']	0.0
9344	the study finds that short linear motifs predicted to facilitate the viral entry of #sarscov2 bind to scaffolding proteins and autophagy receptors in a manner dependent on lys-adjacent phosphorylation.	3da30lb2	['3da30lb2', 'jbzqem3m', 'wfc2psyz', '4pfzwcjt', 'tyk4479c']	1.0
9345	“those associated with decreased risk included social bonding, social backing, physical exercise, sufficient and restful sleep, and moderate drinking.”	2veblo5v	['2veblo5v', '4war4rud', 'pqvptwhe', 'xndphmit', 'ya18okpb']	1.0
9346	1/ published today, a very disturbing study of ICU staff working during the pandemic has found that almost half reported symptoms consistent with a probable diagnosis of post-traumatic stress disorder, severe depression or anxiety or problem drinking.	nz42wegs	['nz42wegs', '7auounlr', '0nw9oots', 'dvi7pd4a', 'a9yo0htv']	1.0
9348	also, 78% of mild/asymptomatic cases in a recent study had cardiac abnormalities and 60% had myocarditis 2 months after a confirmed infection. just mentioning this because you seem to care about individuals with heart conditions.	4cqf9v2v	['xjizvgp9', 'dksw5yzp', 'e8feupei', '3tnual3u', 'gc9eg5j3']	0.0
9349	"more positive hydroxy news and more blood on the hands of the fake news big pharma hydroxy frenzy crowd. a new study from spain shows ""both hydroxychloroquine and azithromycin correlated with a lower mortality rate."""	rtczfklg	['5o9bbspc', 'wnpmwne1', 'auvehdq5', 'faec051u', 'zu5mg2im']	0.0
9350	"Journal of electrocardiology ""5-day course of #hydroxychloroquine #azithromycin combination did not lead to clinically significant QT prolongation and other conduction delays compared to baseline ECG in non-ICU #COVID19 patients."""	383sp7f5	['383sp7f5', 'u31ixcwa', 'iuziorsk', 'sm0112e3', '40dsvwyb']	1.0
9351	impacto de remdesivir vs atención estándar en el estado clínico a 11 días en pacientes con covid-19 moderada: un ensayo clínico aleatorio | enfermedades infecciosas | jama | red jama. más evidencia de que con remdesivir no hay beneficios reales en covid 19.	hn6clwoj	['0u330d2u', 'xy4m6x8d', 'oo4zwcdb', 'dx9hez38', 'hn6clwoj']	0.2
9352	"Here's a surprise review of #hydroxychloroquine. ""hcq reduces cardiac incidents. hcq shouldn't be limited in use for #covid19 patients due to fear of cardiac mortality."""	z22g03v4	['z22g03v4', 'ixnko86u', '5nsayxwc', 'vqbs5ot5', 'znwa2kig']	1.0
9353	Contrary to reporters with media medical degrees proclaiming junk science from their limited understanding of practicing medicine >>> hydroxychloroquine is beneficial to the heart, not damaging: a systematic review	z22g03v4	['0lk8eujq', '1s2kfzkn', '104lecie', 'sm0112e3', 'vh3qs9xv']	0.0
9354	5/15 hospitalization of symptomatic children with COVID-19 in children and adolescents in Europe: a multinational, multicentre cohort study  62% were admitted to hospital, 8% required ICU admission, 4% mechanical ventilation.	2ehuuvnx	['2ehuuvnx', 'fg9cy17k', '0crs45tt', 'bcrawfx3', '5detaogc']	1.0
9355	In this nationwide longitudinal study of 4570 patients with #heartattack, participation in #cardiacrehab was linked to a noticeable improvement in health-related quality of life (#hrqol) within up to 12 months after hospital release.	30zb578s	['30zb578s', 'mncip6jj', 'dcfqvp4p', 'm6svwukk', 'qnuphz59']	1.0
9357	Individuals with antisocial personality traits such as callousness are associated with opposition to wearing face coverings to protect others.	ejzy0jcn	['ejzy0jcn', 'afytjnny', '9wn91fj2', 'xtmn1n0r', '0val27ca']	1.0
9358	The immunology of COVID is getting clearer and it’s mind-bogglingly complicated! Natural killer cell immunotypes linked to COVID-19 disease severity | Science Immunology	aqke0012	['aqke0012', '0vy5yifk', 'wcmxmahq', '1f6kq8co', '8p81kc9z']	1.0
9360	Researchers analyzing the spike protein of #sarscov2 before viral entry identified three “protected” hinges in the spike that may allow it to scan the host cell surface while evading antibodies, thanks to glycan shielding.	4yi9iup2	['4yi9iup2', 'l19nsvun', 'mpthhazv', '80t2ovkk', '3da30lb2']	1.0
9361	how?  ace2 deficiency is well known to deplete tryptophan in blood. since tryptophan is a precursor to making serotonin, it reduces its production in blood &amp; brain. low serotonin leading to low serotonin transporter activity leading to depression	6lcb1yst	['8a8eheip', '6lcb1yst', '408m4t00', 'pslc7ik3', 'w4pgkid9']	0.5
9362	"""Our inferences lead to herd immunity thresholds around 10-20%, significantly lower than the minimum coverage required to halt transmission by random vaccination"""	4gr6i8rf	['4gr6i8rf', '4hog76lx', 'yhk50383', '73oe5as9', 'ej9qbrt8']	1.0
9363	1/ there are 2 drugs to treat #covid19 -  remdesivir ($$$) and dexamethasone (affordable). these drugs have clinical utility in hospitalized patients needing oxygen.  this study shows remdesivir *may* have some benefit in those not sick enough to require oxygen.	hn6clwoj	['p6uliadr', 'm69ceq2t', 'mjb3ip7a', 'yt2fp8zl', '675v58x8']	0.0
9364	impact of convalescent plasma on mortality among hospitalized COVID patients ⁦h/t    7-day mortality 8.7% in patients transfused within 3d of diagnosis but 11.9% if &gt; 4d  higher IgG titers also important   consistent with Ebola experience ⁩	so9uy899	['so9uy899', '7ec2jcoq', 'j0bu0upi', '8zufbeuz', 'ukdylwb7']	1.0
9365	T cells to the rescue. Bye bye Covid👋Strong t cell immunity in recovered individuals with asymptomatic or mild Covid-19: cell	foy3dsq4	['3urmf3ie', 'zmc0kl4r', 'wdfzrzkt', '4rsvcbnz', '8xf8u6bg']	0.0
9366	Biological appearance of blood cells is altered in COVID-19  #ovhealthcare #onev1 #freshvoicesrise #wtpblue	cfe6rb1x	['cfe6rb1x', 'ffy19pp9', 'ne7e12nj', 'l9hqalbo', 'kl2w6yiv']	1.0
9367	"""considered collectively, we argue that the shifting functional properties of our global social network are unlikely to promote human wellbeing or ecological function and resilience in the absence of evidence-based intervention."""	79sbtnhu	['79sbtnhu', '32gnw4sv', 'jcqce7jo', 'ypxur24q', '8rqrhzrg']	1.0
9368	US life expectancy dropped by 1.9 years in 2020, a significant decrease that was 8.5 times the decline in peer countries (0.2 yrs). For decades, US life expectancy has struggled to keep pace with progress in other countries. The disparity is now greater than ever.	3akrube4	['kl3mfkoh', '3akrube4', 'bjvg2ivr', 'qbj8n8h6', 'c7g2ah72']	0.5
9369	A study published in current biology reveals that a coronavirus outbreak 20,000 years ago took place in eastern Asia. over time the virus down-evolved and resulted in a milder form of the illness. #covid19pandemic #sciencematters #vaccines	ec6ov0jw	['ec6ov0jw', 'kc3nb2pc', 'n2t35wgn', 'ultl3rpu', 'gunn55f9']	1.0
9370	please read this study. it shows that we are potentially trading two vaccine fatalities for every 3 from covid.  this obviously excludes any long term safety data, which is completely unknown at this time.	855atuue	['65fwicjz', 'b52pn8t9', 'k6cumncp', '6sy80720', 'hzbtd39j']	0.0
9372	A systematic review has found that uterine compression devices (such as balloons) for severe postpartum bleeding may not be effective in lowering rates of hysterectomy and additional surgical procedures.	pfl6b7sg	['pfl6b7sg', 'oud5ioks', '7j2nxop2', 'tos222y2', 'fow0f0nq']	1.0
9373	"""For every six (95% ci, 2–11) fatalities prevented by vaccination, we may experience four fatalities as a consequence of or associated with the vaccination. simply put: as we prevent three lives by vaccinating, we incur two lives"""	855atuue	['855atuue', '7xt894vr', 'leg5ntvu', 'gg2swy7i', 'eu1dgkw2']	1.0
9375	"""consistently meeting [ fitness ] guidelines was strongly associated with a reduced risk for severe covid-19 outcomes. we recommend efforts to promote physical activity be prioritised by public health agencies and incorporated into routine medical care."""	ufk458to	['ufk458to', 'tnkkas7x', 'akcqliaq', '2ax0z8r6', 'elu3dztf']	1.0
9376	This research implies that catching a rhinovirus cold a few days before covid exposure almost completely eliminates the capacity of sars-cov-2 to multiply beyond the 24-hour point and to damage the airway. If accurate, cleanliness and quarantines are a double-edged sword.	t6de15ax	['56zhxd6e', 'a7ve0dud', 'hs2q61gw', 'tafg1xoo', 'hqapg5ow']	0.0
9377	new peer-reviewed “safety of covid vaccinations: we should reassess policy”  “covid vaccines have had expedited reviews w/out sufficient safety data.. we calculated nntv.. &amp; accessed adr.. this lack of clear benefit should cause govts to reassess vac policy”	855atuue	['855atuue', 'rfv0omd6', 'f74g59b0', 'jnwuu08w', 'ypmeh8y3']	1.0
9379	Observed cardiac injuries are 19% of patients hospitalized with COVID-19 and is linked to a higher risk of in-hospital mortality.	ynwc739g	['glyoiu93', 't1a8vnms', 'byh09alo', 'zh8wzza5', 'q10pvwf5']	0.0
9380	"""We present two cases of new-onset neurological symptoms post-vaccination that revealed two different processes requiring neurosurgery.""  ""Covid-19 vaccines may trigger an inflammatory response with the ability to uncover underlying sinister pathology."""	ql9cfh1j	['ql9cfh1j', 'rytzyf1j', 'bkbjlos2', 'c80hle1p', 'dz1da2ba']	1.0
